Stream,Stream no,DifficultyNumeric,Percentage,CourseName,CourseLink,CourseVideoLink,CourseGroup,Difficulty
IT,2,1,25,IoT,https://www.circuitbread.com/tutorials/introduction-to-control-systems-1.1,https://youtu.be/FQdaUv95mR8?si=NM6WoP2xjgpMkr2f,1,Medium
IT,2,0,30,IoT,https://www.electrical4u.com/electrical-engineering-articles/control-system/,https://youtu.be/HcOc7P5BMi4?si=FWNvGOfQ3frUlGjT,1,Easy
IT,2,1,40,Big Data,https://www.electrical4u.com/electrical-engineering-articles/circuit-theory/,https://youtu.be/t_ispmWmdjY?si=YLlcFavg34sDMBkN,0,Medium
IT,2,2,50,Blockchain,https://www.tra-c.com/en/article-2/what-is-mechanical-welding/,https://youtu.be/7H_QH9nipNs?si=-GGy2oxJpd9NMrPL,0,Hard
IT,2,1,55,Big Data,https://www.nevatio.com/resources/machine-design-engineering,https://youtu.be/44Db1Z59_eo?si=kT4RNwKknapqMpb8,0,Medium
IT,2,1,60,Python,https://www.w3schools.com/python/python_intro.asp,https://youtu.be/UrsmFxEIp5k?si=p77Bc5Qrs2Fr59rv,1,Medium
IT,2,0,65,IoT,https://www.geeksforgeeks.org/machine-learning/,https://youtu.be/hlGoQC332VM?si=OoGvG1t3a2hoT-wo,1,Easy
IT,2,0,70,Graphic Design,https://www.coursera.org/graphic_design,https://youtu.be/TZ47KXK3T3J,1,Easy
IT,2,2,75,Graphic Design,https://www.udemy.com/graphic_design,https://www.youtube.com/watch?v=MCZ49T9RFLF,1,Hard
IT,2,2,80,Perl,https://www.tutorialspoint.com/perl/perl_introduction.htm,https://youtu.be/WEghIXs8F6c?si=tGocPSUyTJ4caHDX,1,Hard
IT,2,2,85,SQL,https://www.w3schools.com/sql/,https://www.youtube.com/watch?v=HXV3zeQKqGY,1,Hard
IT,2,2,90,Perl,https://www.tutorialspoint.com/perl/perl_introduction.htm,https://youtu.be/WEghIXs8F6c?si=tGocPSUyTJ4caHDX,1,Hard
IT,2,2,95,SQL,https://www.w3schools.com/sql/,https://www.youtube.com/watch?v=HXV3zeQKqGY,1,Hard
IT,2,0,95,Javascript,https://www.w3schools.com/js/js_syntax.asp,https://youtu.be/lfmg-EJ8gm4?si=WcV1IKKA6Ev9ryv_,4,Easy
IT,2,0,5,C#,https://learn.microsoft.com/en-us/dotnet/csharp/,https://www.youtube.com/watch?v=GhQdlIFylQ8,1,Easy
IT,2,2,10,Go,https://www.w3schools.com/go/go_introduction.php,https://youtu.be/yyUHQIec83I?si=scc1O2AnXDNryfdv,1,Hard
IT,2,2,15,Ruby,https://www.tutorialspoint.com/ruby/ruby_overview.htm,https://youtu.be/t_ispmWmdjY?si=YLlcFavg34sDMBkN,1,Hard
IT,2,0,20,C#,https://learn.microsoft.com/en-us/dotnet/csharp/,https://www.youtube.com/watch?v=GhQdlIFylQ8,1,Easy
IT,2,2,25,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Hard
IT,2,0,30,PHP,https://www.w3schools.com/php/php_intro.asp,https://youtu.be/OK_JCtrrv-c?si=Ca5RiZPiVHM2ScdF,1,Easy
IT,2,2,35,Go,https://www.w3schools.com/go/go_introduction.php,https://youtu.be/yyUHQIec83I?si=scc1O2AnXDNryfdv,1,Hard
IT,2,0,40,Python,https://www.python.org/about/gettingstarted/,https://www.youtube.com/watch?v=_uQrJ0TkZlc,2,Easy
IT,2,0,45,PHP,https://www.w3schools.com/php/php_intro.asp,https://youtu.be/OK_JCtrrv-c?si=Ca5RiZPiVHM2ScdF,1,Easy
IT,2,0,50,C,https://www.learn-c.org/,https://www.youtube.com/watch?v=KJgsSFOSQv0,1,Easy
IT,2,2,55,Ruby,https://www.tutorialspoint.com/ruby/ruby_overview.htm,https://youtu.be/t_ispmWmdjY?si=YLlcFavg34sDMBkN,1,Hard
IT,2,1,60,React,https://reactjs.org/,https://www.youtube.com/watch?v=bMknfKXIFA8,4,Medium
IT,2,0,65,C,https://www.learn-c.org/,https://www.youtube.com/watch?v=KJgsSFOSQv0,1,Easy
IT,2,0,70,Javascript,https://www.w3schools.com/js/js_syntax.asp,https://youtu.be/lfmg-EJ8gm4?si=WcV1IKKA6Ev9ryv_,4,Easy
IT,2,1,75,MEAN,https://www.geeksforgeeks.org/introduction-to-mean-stack/,https://youtu.be/48SUuk8e55c?si=2aVcZldjJoVpqT70,1,Medium
IT,2,1,80,Express,https://www.geeksforgeeks.org/express-js/,https://youtu.be/7H_QH9nipNs?si=-GGy2oxJpd9NMrPL,1,Medium
IT,2,2,85,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Hard
IT,2,2,90,Cybersecurity,https://www.coursera.org/specializations/intro-cyber-security,https://www.youtube.com/watch?v=inWWhr5tnEA,3,Hard
IT,2,1,95,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Medium
IT,2,2,5,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,1,Hard
IT,2,2,10,Graphic Design,https://www.w3schools.com/graphic_design,https://youtu.be/T0GP4ZSCXR5,1,Hard
IT,2,2,15,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Hard
IT,2,0,20,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Easy
IT,2,2,25,Blockchain,https://www.javatpoint.com/c-sharp-tutorial,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,0,Hard
IT,2,0,30,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Easy
IT,2,2,35,Big Data,https://www.geeksforgeeks.org/digital-electronics/,https://youtu.be/pWd2b-F4STw?si=XmCzv38Pp-hRKKQg,0,Hard
IT,2,1,40,Big Data,https://en.wikipedia.org/wiki/Strength_of_materials,https://youtu.be/pWd2b-F4STw?si=XmCzv38Pp-hRKKQg,0,Medium
IT,2,0,45,Machine Learning,https://www.coursera.org/learn/machine-learning,https://www.youtube.com/watch?v=Gv9_4yMHFhI,1,Easy
IT,2,0,50,Data Science,https://www.w3schools.com/data_science,https://youtu.be/TJFGCMQFN5H,0,Easy
IT,2,2,55,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,1,Hard
IT,2,1,60,MEAN,https://www.geeksforgeeks.org/introduction-to-mean-stack/,https://youtu.be/48SUuk8e55c?si=2aVcZldjJoVpqT70,1,Medium
IT,2,1,65,MERN,https://www.geeksforgeeks.org/mern-stack/,https://www.youtube.com/watch?v=7CqJlxBYj-M,4,Medium
IT,2,1,70,React,https://reactjs.org/,https://www.youtube.com/watch?v=bMknfKXIFA8,4,Medium
IT,2,1,75,Express,https://www.geeksforgeeks.org/express-js/,https://youtu.be/7H_QH9nipNs?si=-GGy2oxJpd9NMrPL,1,Medium
IT,2,1,80,Cloud Security,https://www.w3schools.com/go/go_introduction.php,https://youtu.be/KJgsSFOSQv0?si=b4Q0SsItgVCQqWXi,3,Medium
IT,2,0,85,Cloud Security,https://study.madeeasy.in/subjects/what-is-power-systems/,https://youtu.be/hlGoQC332VM?si=OoGvG1t3a2hoT-wo,3,Easy
IT,2,2,90,Big Data,https://www.slideshare.net/slideshow/artificial-intelligence-in-power-systems-46360765/46360765,https://youtu.be/yyUHQIec83I?si=scc1O2AnXDNryfdv,0,Hard
IT,2,2,95,IoT,https://www.electrical4u.com/signals-and-systems/,https://youtu.be/SqcY0GlETPk?si=HCE7ecZk3eNf-AbD,1,Hard
IT,2,0,5,IoT,https://www.electrical4u.com/electrical-engineering-articles/circuit-theory/,https://youtu.be/ptTpXmjxGTM?si=-uP-yPC7nAkLfrQ9,1,Easy
IT,2,0,10,Finance,https://www.w3schools.com/finance,https://youtu.be/YLOBX85H422,1,Easy
IT,2,2,15,Blockchain,https://www.w3schools.com/js/js_syntax.asp,https://youtu.be/aHjGcKP_7qE?si=0J0nsDY5B12_HfF-,0,Hard
IT,2,2,20,Cloud Security,https://www.w3schools.com/html/,https://youtu.be/khbOXzEqOg4?si=k_6RInm4-2cFu6Yw,3,Hard
IT,2,2,25,Big Data,https://www.w3schools.com/react/react_getstarted.asp,https://youtu.be/FQdaUv95mR8?si=NM6WoP2xjgpMkr2f,0,Hard
IT,2,0,30,Blockchain,https://www.w3schools.com/sql/sql_intro.asp,https://youtu.be/ESnrn1kAD4E?si=OXLiMCF8i2IelO7C,0,Easy
IT,2,1,35,Cloud Security,https://www.w3schools.com/nodejs/nodejs_get_started.asp,https://youtu.be/q_4RehwV5mE?si=mXAbNAG_ZJCu47Ux,3,Medium
IT,2,2,40,Cloud Security,https://www.jntua.ac.in/gate-online-classes/registration/downloads/material/a159280334379.pdf,https://youtu.be/FQdaUv95mR8?si=NM6WoP2xjgpMkr2f,3,Hard
IT,2,1,45,Blockchain,https://www.geeksforgeeks.org/mern-stack/,https://youtu.be/TlB_eWDSMt4?si=bz_84Bo_wa6s5aEN,0,Medium
IT,2,1,50,AI & ML,https://rskr.irimee.in/sites/default/files/Theory%20of%20Machine.pdf,https://youtu.be/f9ia5sURD9s?si=YLS9-lhykqBvtN2d,0,Medium
IT,2,0,55,AI & ML,https://www.mmmut.ac.in/News_content/12101dep-notice_04242021.pdf,https://youtu.be/tU3NEYe-b2U?si=MNy7sfl5ABHc1SXr,0,Easy
IT,2,0,60,Cloud Security,https://en.wikipedia.org/wiki/Electromagnetic_field,https://youtu.be/ORyi6tTMNqE?si=f9aICh0WN9uUaDOy,3,Easy
IT,2,1,65,Cloud Security,https://www.w3schools.com/css/,https://youtu.be/cHT-qLnRm0E?si=NMgW_OstrO4fmC82,3,Medium
IT,2,2,70,IoT,https://www.geeksforgeeks.org/properties-of-electromagnetic-field/,https://youtu.be/bfhcaGDd5tY?si=CRJ2PwFfguS9CSzZ,1,Hard
IT,2,2,75,Cloud Security,https://www.geeksforgeeks.org/introduction-to-mean-stack/,https://youtu.be/gfkTfcpWqAY?si=qPdBaCtmbxvJmMvm,3,Hard
IT,2,0,80,Big Data,https://www.mmmut.ac.in/News_content/12101dep-notice_04242021.pdf,https://youtu.be/GBMMtXRiQX0?si=OEaL1yw6UAB7LV00,0,Easy
IT,2,2,85,Blockchain,https://www.geeksforgeeks.org/introduction-to-mean-stack/,https://youtu.be/ESnrn1kAD4E?si=OXLiMCF8i2IelO7C,0,Hard
IT,2,2,90,Python,https://www.w3schools.com/python/python_intro.asp,https://youtu.be/UrsmFxEIp5k?si=p77Bc5Qrs2Fr59rv,1,Hard
IT,2,1,95,AI & ML,https://archosengineering.com/electrical-engineering-in-renewable-energy/,https://youtu.be/GBMMtXRiQX0?si=OEaL1yw6UAB7LV00,0,Medium
IT,2,2,5,Marketing,https://www.udemy.com/marketing,https://youtu.be/FU4ABI8G4N0,1,Hard
IT,2,1,10,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Medium
IT,2,2,15,Blockchain,https://www.geeksforgeeks.org/power-electronics/,https://youtu.be/LKlOH8OLLcw?si=MgbJuR7GmkwMUNdS,0,Hard
IT,2,2,20,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Hard
IT,2,1,25,Cybersecurity,https://www.coursera.org/specializations/intro-cyber-security,https://www.youtube.com/watch?v=inWWhr5tnEA,3,Medium
IT,2,0,30,Java,https://www.w3schools.com/java/,https://www.youtube.com/watch?v=grEKMHGYyns,1,Easy
IT,2,1,35,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Medium
IT,2,0,40,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,1,Easy
IT,2,1,45,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Medium
IT,2,0,50,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Easy
IT,2,2,55,Python,https://www.w3schools.com/python/python_intro.asp,https://youtu.be/UrsmFxEIp5k?si=p77Bc5Qrs2Fr59rv,1,Hard
IT,2,2,60,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Hard
IT,2,1,65,AI & ML,https://www.w3schools.com/php/php_intro.asp,https://youtu.be/TPlqvCg5xJ4?si=ZYRlWavzSt1HvXF9,0,Medium
IT,2,0,70,Data Science,https://www.coursera.org/data_science,https://youtu.be/94MQX0WC8XR,0,Easy
IT,2,0,75,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Easy
IT,2,1,80,Blockchain,https://www.geeksforgeeks.org/types-of-electric-machines/,https://youtu.be/-qfEOE4vtxE?si=WaKtynJ05KUqBMYF,0,Medium
IT,2,1,85,Java,https://www.w3schools.com/java/,https://www.youtube.com/watch?v=grEKMHGYyns,1,Medium
IT,2,1,90,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Medium
IT,2,0,95,Data Science,https://www.coursera.org/data_science,https://www.youtube.com/watch?v=JE5UJGSCJW9,0,Easy
IT,2,1,5,AI & ML,https://www.synopsys.com/glossary/what-are-power-electronics.html,https://youtu.be/VA51cr9MStI?si=WupuLMr-Gx2THUGT,0,Medium
IT,2,1,10,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Medium
IT,2,0,15,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Easy
IT,2,1,20,AI & ML,https://www.w3schools.com/css/,https://youtu.be/48SUuk8e55c?si=2aVcZldjJoVpqT70,0,Medium
IT,2,1,25,Big Data,https://www.geeksforgeeks.org/python-for-machine-learning/?ref=lbp,https://youtu.be/7H_QH9nipNs?si=-GGy2oxJpd9NMrPL,0,Medium
IT,2,1,30,Blockchain,https://www.geeksforgeeks.org/python-for-machine-learning/?ref=lbp,https://youtu.be/CX-mPjgacCE?si=XHOs1NLzEomIHzIL,0,Medium
IT,2,1,35,AI & ML,https://en.wikipedia.org/wiki/Fluid_mechanics,https://youtu.be/ESnrn1kAD4E?si=OXLiMCF8i2IelO7C,0,Medium
IT,2,2,40,Blockchain,https://www.w3schools.com/java/,https://youtu.be/x5OD2KZXd54?si=aS5TvAb9T0NtkJHf,0,Hard
IT,2,0,45,Cloud Security,https://www.w3schools.com/bootstrap5/bootstrap_get_started.php,https://youtu.be/9ABKT9g1llA?si=UhouNCH9Io9jt7O-,3,Easy
IT,2,1,50,NodeJs,https://nodejs.org/en/docs,https://www.youtube.com/watch?v=TlB_eWDSMt4,4,Medium
CSE,0,2,55,ML,https://www.geeksforgeeks.org/python-for-machine-learning/?ref=lbp,https://youtu.be/LKlOH8OLLcw?si=MgbJuR7GmkwMUNdS,0,Hard
CSE,0,1,60,AI,https://en.wikipedia.org/wiki/Artificial_intelligence,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,1,Medium
CSE,0,2,65,Java,https://www.w3schools.com/java/,https://www.youtube.com/watch?v=grEKMHGYyns,1,Hard
CSE,0,2,70,Machine Learning,https://www.coursera.org/learn/machine-learning,https://www.youtube.com/watch?v=Gv9_4yMHFhI,1,Hard
CSE,0,2,75,AI,https://en.wikipedia.org/wiki/Artificial_intelligence,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,0,Hard
CSE,0,2,80,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Hard
CSE,0,1,85,Cybersecurity,https://www.coursera.org/specializations/intro-cyber-security,https://www.youtube.com/watch?v=inWWhr5tnEA,3,Medium
CSE,0,2,90,ML,https://www.geeksforgeeks.org/python-for-machine-learning/?ref=lbp,https://youtu.be/cHT-qLnRm0E?si=NMgW_OstrO4fmC82,0,Hard
CSE,0,2,95,ML,https://www.geeksforgeeks.org/flowchart-for-basic-machine-learning-models/?ref=lbp,https://youtu.be/GBMMtXRiQX0?si=OEaL1yw6UAB7LV00,0,Hard
CSE,0,1,5,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Medium
CSE,0,0,10,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Easy
CSE,0,1,15,Graphic Design,https://www.coursera.org/graphic_design,https://www.youtube.com/watch?v=9RXTU8NPURJ,1,Medium
CSE,0,0,20,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Easy
CSE,0,2,25,Marketing,https://www.w3schools.com/marketing,https://www.youtube.com/watch?v=2IDUQXJA098,1,Hard
CSE,0,0,30,ML,https://www.geeksforgeeks.org/machine-learning/,https://youtu.be/ukzFI9rgwfU?si=Q8fIkwWupfXmzXRe,0,Easy
CSE,0,2,35,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,1,Hard
CSE,0,0,40,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,1,Easy
CSE,0,1,45,Data Science,https://www.w3schools.com/data_science,https://www.youtube.com/watch?v=K3IHRK0XF1I,0,Medium
CSE,0,0,50,Python,https://www.w3schools.com/python/python_intro.asp,https://youtu.be/UrsmFxEIp5k?si=p77Bc5Qrs2Fr59rv,1,Easy
CSE,0,0,55,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Easy
CSE,0,0,60,HTML5,https://developer.mozilla.org/en-US/docs/Web/Guide/HTML/HTML5,https://www.youtube.com/watch?v=UB1O30fR-EE,4,Easy
CSE,0,0,65,Cryptography,https://kahedu.edu.in/how-does-mechanical-engineering-drive-innovation-in-renewable-energy-technologies/,https://youtu.be/XZwBNDGuWGU?si=BvSLKgjLVXR-Mo_K,1,Easy
CSE,0,0,70,AI,https://cloud.google.com/learn/what-is-artificial-intelligence,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,1,Easy
CSE,0,0,75,Game Development,https://www.iqsdirectory.com/articles/hydraulics/difference-between-hydraulics-and-pneumatics.html,https://youtu.be/XZwBNDGuWGU?si=BvSLKgjLVXR-Mo_K,1,Easy
CSE,0,1,80,AI,https://cloud.google.com/learn/what-is-artificial-intelligence,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,0,Medium
CSE,0,2,85,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Hard
CSE,0,1,90,Cybersecurity,https://www.coursera.org/specializations/intro-cyber-security,https://www.youtube.com/watch?v=inWWhr5tnEA,3,Medium
CSE,0,2,95,ML,https://www.geeksforgeeks.org/python-for-machine-learning/?ref=lbp,https://youtu.be/cHT-qLnRm0E?si=NMgW_OstrO4fmC82,0,Hard
CSE,0,0,5,Marketing,https://www.coursera.org/marketing,https://youtu.be/1DYAJAS1OHA,1,Easy
CSE,0,1,10,Software Testing,https://www.javatpoint.com/c-sharp-tutorial,https://youtu.be/SqcY0GlETPk?si=HCE7ecZk3eNf-AbD,1,Medium
CSE,0,0,15,Finance,https://www.w3schools.com/finance,https://youtu.be/E4BT8WX678U,1,Easy
CSE,0,0,20,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Easy
CSE,0,2,25,Cybersecurity,https://www.coursera.org/specializations/intro-cyber-security,https://www.youtube.com/watch?v=inWWhr5tnEA,3,Hard
CSE,0,2,30,Mechanical Engineering,https://www.coursera.org/mechanical_engineering,https://youtu.be/ONQWVNXXN1A,1,Hard
CSE,0,0,35,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Easy
CSE,0,2,40,Machine Learning,https://www.coursera.org/learn/machine-learning,https://www.youtube.com/watch?v=Gv9_4yMHFhI,1,Hard
CSE,0,2,45,ML,https://www.geeksforgeeks.org/flowchart-for-basic-machine-learning-models/?ref=lbp,https://youtu.be/GBMMtXRiQX0?si=OEaL1yw6UAB7LV00,1,Hard
CSE,0,1,50,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Medium
CSE,0,0,55,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Easy
CSE,0,1,60,AI,https://cloud.google.com/learn/what-is-artificial-intelligence,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,0,Medium
CSE,0,1,65,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Medium
CSE,0,2,70,AI,https://en.wikipedia.org/wiki/Artificial_intelligence,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,0,Hard
CSE,0,2,75,ML,https://www.geeksforgeeks.org/flowchart-for-basic-machine-learning-models/?ref=lbp,https://youtu.be/GBMMtXRiQX0?si=OEaL1yw6UAB7LV00,0,Hard
CSE,0,2,80,CSS,https://www.w3schools.com/css/,https://www.youtube.com/watch?v=1Rs2ND1ryYc,4,Hard
CSE,0,2,85,ML,https://www.geeksforgeeks.org/python-for-machine-learning/?ref=lbp,https://youtu.be/LKlOH8OLLcw?si=MgbJuR7GmkwMUNdS,0,Hard
CSE,0,2,90,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Hard
CSE,0,0,95,ML,https://www.geeksforgeeks.org/machine-learning/,https://youtu.be/ukzFI9rgwfU?si=Q8fIkwWupfXmzXRe,0,Easy
CSE,0,0,5,HTML,https://www.w3schools.com/html/,https://www.youtube.com/watch?v=pQN-pnXPaVg,4,Easy
CSE,0,0,10,Bootstrap,https://getbootstrap.com/,https://www.youtube.com/watch?v=4sosXZsdy-s,1,Easy
CSE,0,1,15,Data Science,https://www.coursera.org/data_science,https://www.youtube.com/watch?v=FICX8H7J91C,0,Medium
CSE,0,0,20,Bootstrap,https://getbootstrap.com/,https://www.youtube.com/watch?v=4sosXZsdy-s,1,Easy
CSE,0,1,25,Graphic Design,https://www.w3schools.com/graphic_design,https://www.youtube.com/watch?v=BD3OQHCHWI3,1,Medium
CSE,0,0,30,HTML5,https://developer.mozilla.org/en-US/docs/Web/Guide/HTML/HTML5,https://www.youtube.com/watch?v=UB1O30fR-EE,4,Easy
CSE,0,2,35,Java,https://www.w3schools.com/java/,https://www.youtube.com/watch?v=grEKMHGYyns,1,Hard
CSE,0,0,40,Data Science,https://www.coursera.org/data_science,https://youtu.be/HG5MUPLLVU2,0,Easy
CSE,0,2,45,Graphic Design,https://www.udemy.com/graphic_design,https://www.youtube.com/watch?v=3U34ETCU08H,1,Hard
CSE,0,2,50,Software Testing,https://www.aboutmech.com/2016/03/thermodynamics.html,https://www.youtube.com/live/3NdEjPxl39s?si=JcPwFSCt5_NGO_N0 8,1,Hard
CSE,0,1,55,Software Testing,https://rskr.irimee.in/sites/default/files/Theory%20of%20Machine.pdf,https://youtu.be/KJgsSFOSQv0?si=b4Q0SsItgVCQqWXi,1,Medium
CSE,0,1,60,Cryptography,https://www.tutorialspoint.com/power_system_analysis/power_system_analysis_overview.htm,https://youtu.be/TlB_eWDSMt4?si=bz_84Bo_wa6s5aEN,1,Medium
CSE,0,1,65,Software Testing,https://en.wikipedia.org/wiki/Power_engineering,https://youtu.be/oV74Najm6Nc?si=ibyXzLqGTnimLCMl,1,Medium
CSE,0,0,70,Game Development,https://www.tutorialspoint.com/ruby/ruby_overview.htm,https://youtu.be/KUQgQFMY9XQ?si=1kK6HFC-grLg3Lnc,1,Easy
CSE,0,1,75,Game Development,https://www.w3schools.com/css/css_rwd_intro.asp,https://youtu.be/DDWNjdQsrq4?si=_zVYj0Ref-OR9KHf,1,Medium
CSE,0,2,80,Software Testing,https://nexflow.com/blog/difference-between-pneumatics-and-hydraulics/,https://youtu.be/-qfEOE4vtxE?si=WaKtynJ05KUqBMYF,1,Hard
CSE,0,1,85,Game Development,https://www.w3schools.com/css/css_rwd_intro.asp,https://www.youtube.com/watch?v=XKHEtdqhLK8,1,Medium
CSE,0,1,90,Game Development,https://testbook.com/physics/electronic-communication-systems,https://youtu.be/lfmg-EJ8gm4?si=WcV1IKKA6Ev9ryv_,1,Medium
